state,month,year,number,date
Rio,Julho,2007,141,1/1/2007
Rio,Julho,2008,141,1/1/2008
Rio,Julho,2009,141,1/1/2009
Rio,Julho,2010,141,1/1/2010
Rio,Julho,2011,141,1/1/2011
Rio,Julho,2012,141,1/1/2012
Rio,Julho,2013,141,1/1/2013
Rio,Julho,2014,142,1/1/2014
Rio,Julho,2015,142,1/1/2015
Rio,Julho,2016,142,1/1/2016
Rio,Julho,2017,142,1/1/2017
Rio,Agosto,1998,143,1/1/1998
Rio,Agosto,1999,143,1/1/1999
Rio,Agosto,2000,143,1/1/2000
Rio,Agosto,2001,143,1/1/2001
Rio,Agosto,2002,143,1/1/2002
Rio,Agosto,2003,143,1/1/2003
Rio,Agosto,2004,143,1/1/2004
Rio,Agosto,2005,143,1/1/2005
Rio,Agosto,2006,143,1/1/2006
Rio,Agosto,2007,143,1/1/2007
Rio,Agosto,2008,143,1/1/2008
Rio,Agosto,2009,144,1/1/2009
Rio,Agosto,2010,144,1/1/2010
Rio,Agosto,2011,144,1/1/2011
Rio,Agosto,2012,144,1/1/2012
Rio,Agosto,2013,144,1/1/2013
Rio,Agosto,2014,144,1/1/2014
Rio,Agosto,2015,144,1/1/2015
Rio,Agosto,2016,144,1/1/2016
Rio,Agosto,2017,144,1/1/2017
Rio,Setembro,1998,144,1/1/1998
Rio,Setembro,1999,144,1/1/1999
Rio,Setembro,2000,145,1/1/2000
Rio,Setembro,2001,145,1/1/2001
Rio,Setembro,2002,145,1/1/2002
Rio,Setembro,2003,145,1/1/2003
Rio,Setembro,2004,146,1/1/2004
Rio,Setembro,2005,146,1/1/2005
Rio,Setembro,2006,146,1/1/2006
Rio,Setembro,2007,146,1/1/2007
Rio,Setembro,2008,146,1/1/2008
Rio,Setembro,2009,147,1/1/2009
Rio,Setembro,2010,147,1/1/2010
Rio,Setembro,2011,147,1/1/2011
Rio,Setembro,2012,147,1/1/2012
Rio,Setembro,2013,147,1/1/2013
Rio,Setembro,2014,147,1/1/2014
Rio,Setembro,2015,147,1/1/2015
Rio,Setembro,2016,148,1/1/2016
Rio,Setembro,2017,148,1/1/2017
Rio,Outubro,1998,148,1/1/1998
Rio,Outubro,1999,148,1/1/1999
Rio,Outubro,2000,148,1/1/2000
Rio,Outubro,2001,148,1/1/2001
Rio,Outubro,2002,148,1/1/2002
Rio,Outubro,2003,148,1/1/2003
Rio,Outubro,2004,148,1/1/2004
Rio,Outubro,2005,149,1/1/2005
Rio,Outubro,2006,149,1/1/2006
Rio,Outubro,2007,149,1/1/2007
Rio,Outubro,2008,149,1/1/2008
Rio,Outubro,2009,149,1/1/2009
Rio,Outubro,2010,149,1/1/2010
Rio,Outubro,2011,149,1/1/2011
Rio,Outubro,2012,149,1/1/2012
Rio,Outubro,2013,150,1/1/2013
Rio,Outubro,2014,150,1/1/2014
Rio,Outubro,2015,150,1/1/2015
Rio,Outubro,2016,150,1/1/2016
Rio,Outubro,2017,150,1/1/2017
Rio,Novembro,1998,150,1/1/1998
Rio,Novembro,1999,151,1/1/1999
Rio,Novembro,2000,151,1/1/2000
Rio,Novembro,2001,151,1/1/2001
Rio,Novembro,2002,151,1/1/2002
Rio,Novembro,2003,152,1/1/2003
Rio,Novembro,2004,152,1/1/2004
Rio,Novembro,2005,152,1/1/2005
Rio,Novembro,2006,152,1/1/2006
Rio,Novembro,2007,152,1/1/2007
Rio,Novembro,2008,152,1/1/2008
Rio,Novembro,2009,153,1/1/2009
Rio,Novembro,2010,153,1/1/2010
Rio,Novembro,2011,153,1/1/2011
Rio,Novembro,2012,153,1/1/2012
Rio,Novembro,2013,153,1/1/2013
Rio,Novembro,2014,153,1/1/2014
Rio,Novembro,2015,153,1/1/2015
Rio,Novembro,2016,153,1/1/2016
Rio,Novembro,2017,153,1/1/2017
Rio,Dezembro,1998,154,1/1/1998
Rio,Dezembro,1999,154,1/1/1999
Rio,Dezembro,2000,154,1/1/2000
Rio,Dezembro,2001,155,1/1/2001
Rio,Dezembro,2002,155,1/1/2002
Rio,Dezembro,2003,155,1/1/2003
Rio,Dezembro,2004,155,1/1/2004
Rio,Dezembro,2005,155,1/1/2005
Rio,Dezembro,2006,155,1/1/2006
Rio,Dezembro,2007,155,1/1/2007
Rio,Dezembro,2008,155,1/1/2008
Rio,Dezembro,2009,155,1/1/2009
Rio,Dezembro,2010,155,1/1/2010
Rio,Dezembro,2011,156,1/1/2011
Rio,Dezembro,2012,156,1/1/2012
Rio,Dezembro,2013,156,1/1/2013
Rio,Dezembro,2014,156,1/1/2014
Rio,Dezembro,2015,156,1/1/2015
Rio,Dezembro,2016,156,1/1/2016
Rondonia,Janeiro,1999,156,1/1/1999
Rondonia,Janeiro,2002,156,1/1/2002
Rondonia,Janeiro,2003,157,1/1/2003
Rondonia,Janeiro,2004,157,1/1/2004
Rondonia,Janeiro,2005,157,1/1/2005
Rondonia,Janeiro,2006,157,1/1/2006
Rondonia,Janeiro,2007,157,1/1/2007
Rondonia,Janeiro,2008,157,1/1/2008
Rondonia,Janeiro,2009,157,1/1/2009
Rondonia,Janeiro,2010,157,1/1/2010
Rondonia,Janeiro,2011,157,1/1/2011
Rondonia,Janeiro,2012,158,1/1/2012
Rondonia,Janeiro,2013,158,1/1/2013
Rondonia,Janeiro,2014,158,1/1/2014
Rondonia,Janeiro,2015,158,1/1/2015
Rondonia,Janeiro,2016,158,1/1/2016
Rondonia,Janeiro,2017,158,1/1/2017
Rondonia,Fevereiro,1999,158,1/1/1999
Rondonia,Fevereiro,2000,158,1/1/2000
Rondonia,Fevereiro,2001,158,1/1/2001
Rondonia,Fevereiro,2002,159,1/1/2002
Rondonia,Fevereiro,2003,159,1/1/2003
Rondonia,Fevereiro,2004,159,1/1/2004
Rondonia,Fevereiro,2005,159,1/1/2005
Rondonia,Fevereiro,2006,159,1/1/2006
Rondonia,Fevereiro,2007,159,1/1/2007
Rondonia,Fevereiro,2008,159,1/1/2008
Rondonia,Fevereiro,2009,160,1/1/2009
Rondonia,Fevereiro,2010,160,1/1/2010
Rondonia,Fevereiro,2011,160,1/1/2011
Rondonia,Fevereiro,2012,160,1/1/2012
Rondonia,Fevereiro,2013,161,1/1/2013
Rondonia,Fevereiro,2014,161,1/1/2014
Rondonia,Fevereiro,2015,161,1/1/2015
Rondonia,Fevereiro,2016,161,1/1/2016
Rondonia,Fevereiro,2017,161,1/1/2017
Rondonia,Março,1999,161,1/1/1999
Rondonia,Março,2000,161,1/1/2000
Rondonia,Março,2002,161,1/1/2002
Rondonia,Março,2003,162,1/1/2003
Rondonia,Março,2004,162,1/1/2004
Rondonia,Março,2005,162,1/1/2005
Rondonia,Março,2006,162,1/1/2006
Rondonia,Março,2007,163,1/1/2007
Rondonia,Março,2008,163,1/1/2008
Rondonia,Março,2009,163,1/1/2009
Rondonia,Março,2010,163,1/1/2010
Rondonia,Março,2011,163,1/1/2011
Rondonia,Março,2012,164,1/1/2012
Rondonia,Março,2013,164,1/1/2013
Rondonia,Março,2014,164,1/1/2014
Rondonia,Março,2015,164,1/1/2015
Rondonia,Março,2016,164,1/1/2016
Rondonia,Março,2017,164,1/1/2017
Rondonia,Abril,1999,164,1/1/1999
Rondonia,Abril,2002,164,1/1/2002
Rondonia,Abril,2003,165,1/1/2003
Rondonia,Abril,2004,165,1/1/2004
Rondonia,Abril,2005,165,1/1/2005
Rondonia,Abril,2008,166,1/1/2008
Rondonia,Abril,2009,166,1/1/2009
Rondonia,Abril,2010,166,1/1/2010
Rondonia,Abril,2011,166,1/1/2011
Rondonia,Abril,2012,166,1/1/2012
Rondonia,Abril,2013,166,1/1/2013
Rondonia,Abril,2014,167,1/1/2014
Rondonia,Abril,2015,167,1/1/2015
Rondonia,Abril,2016,167,1/1/2016
Rondonia,Abril,2017,168,1/1/2017
Rondonia,Maio,1999,168,1/1/1999
Rondonia,Maio,2000,168,1/1/2000
Rondonia,Maio,2001,168,1/1/2001
Rondonia,Maio,2002,168,1/1/2002
Rondonia,Maio,2003,168,1/1/2003
Rondonia,Maio,2004,168,1/1/2004
Rondonia,Maio,2005,169,1/1/2005
Rondonia,Maio,2006,169,1/1/2006
Rondonia,Maio,2007,169,1/1/2007
Rondonia,Maio,2008,169,1/1/2008
Rondonia,Maio,2009,169,1/1/2009
Rondonia,Maio,2010,169,1/1/2010
Rondonia,Maio,2011,169,1/1/2011
Rondonia,Maio,2012,169,1/1/2012
Rondonia,Maio,2013,169,1/1/2013
Rondonia,Maio,2014,170,1/1/2014
Rondonia,Maio,2015,170,1/1/2015
Rondonia,Maio,2016,170,1/1/2016
Rondonia,Maio,2017,170,1/1/2017
Rondonia,Junho,1998,171,1/1/1998
Rondonia,Junho,1999,171,1/1/1999
Rondonia,Junho,2000,171,1/1/2000
Rondonia,Junho,2001,171,1/1/2001
Rondonia,Junho,2002,171,1/1/2002
Rondonia,Junho,2003,171,1/1/2003
Rondonia,Junho,2004,171,1/1/2004
Rondonia,Junho,2005,171,1/1/2005
Rondonia,Junho,2006,172,1/1/2006
Rondonia,Junho,2007,172,1/1/2007
Rondonia,Junho,2008,172,1/1/2008
Rondonia,Junho,2009,172,1/1/2009
Rondonia,Junho,2010,172,1/1/2010
Rondonia,Junho,2011,172,1/1/2011
Rondonia,Junho,2012,172,1/1/2012
Rondonia,Junho,2013,173,1/1/2013
Rondonia,Junho,2014,173,1/1/2014
Rondonia,Junho,2015,174,1/1/2015
Rondonia,Junho,2016,174,1/1/2016
Rondonia,Junho,2017,174,1/1/2017
Rondonia,Julho,1998,174,1/1/1998
Rondonia,Julho,1999,175,1/1/1999
Rondonia,Julho,2000,175,1/1/2000
Rondonia,Julho,2001,175,1/1/2001
Rondonia,Julho,2002,175,1/1/2002
Rondonia,Julho,2003,175,1/1/2003
Rondonia,Julho,2004,176,1/1/2004
Rondonia,Julho,2005,176,1/1/2005
Rondonia,Julho,2006,176,1/1/2006
Rondonia,Julho,2007,177,1/1/2007
Rondonia,Julho,2008,177,1/1/2008
Rondonia,Julho,2009,177,1/1/2009
Rondonia,Julho,2010,177,1/1/2010
Rondonia,Julho,2011,177,1/1/2011
Rondonia,Julho,2012,177,1/1/2012
Rondonia,Julho,2013,177,1/1/2013
Rondonia,Julho,2014,178,1/1/2014
Rondonia,Julho,2015,178,1/1/2015
Rondonia,Julho,2016,178,1/1/2016
Rondonia,Julho,2017,178,1/1/2017
Rondonia,Agosto,1998,178,1/1/1998
Rondonia,Agosto,1999,179,1/1/1999
Rondonia,Agosto,2000,179,1/1/2000
Rondonia,Agosto,2001,179,1/1/2001
Rondonia,Agosto,2002,179,1/1/2002
Rondonia,Agosto,2003,179,1/1/2003
Rondonia,Agosto,2004,179,1/1/2004
Rondonia,Agosto,2005,179,1/1/2005
Rondonia,Agosto,2006,179,1/1/2006
Rondonia,Agosto,2007,179,1/1/2007
Rondonia,Agosto,2008,179,1/1/2008
Rondonia,Agosto,2009,179,1/1/2009
Rondonia,Agosto,2010,180,1/1/2010
Rondonia,Agosto,2011,180,1/1/2011
Rondonia,Agosto,2012,180,1/1/2012
Rondonia,Agosto,2013,180,1/1/2013
Rondonia,Agosto,2014,180,1/1/2014
Rondonia,Agosto,2015,180,1/1/2015
Rondonia,Agosto,2016,181,1/1/2016
Rondonia,Agosto,2017,181,1/1/2017
Rondonia,Setembro,1998,181,1/1/1998
Rondonia,Setembro,1999,181,1/1/1999
Rondonia,Setembro,2000,181,1/1/2000
Rondonia,Setembro,2001,181,1/1/2001
Rondonia,Setembro,2002,182,1/1/2002
Rondonia,Setembro,2003,182,1/1/2003
Rondonia,Setembro,2004,182,1/1/2004
Rondonia,Setembro,2005,182,1/1/2005
Rondonia,Setembro,2006,182,1/1/2006
Rondonia,Setembro,2007,183,1/1/2007
Rondonia,Setembro,2008,183,1/1/2008
Rondonia,Setembro,2009,183,1/1/2009
Rondonia,Setembro,2010,183,1/1/2010
Rondonia,Setembro,2011,184,1/1/2011
Rondonia,Setembro,2012,184,1/1/2012
Rondonia,Setembro,2013,185,1/1/2013
Rondonia,Setembro,2014,186,1/1/2014
Rondonia,Setembro,2015,186,1/1/2015
Rondonia,Setembro,2016,186,1/1/2016
Rondonia,Setembro,2017,187,1/1/2017
Rondonia,Outubro,1998,187,1/1/1998
Rondonia,Outubro,1999,187,1/1/1999
Rondonia,Outubro,2000,187,1/1/2000
Rondonia,Outubro,2001,187,1/1/2001
Rondonia,Outubro,2002,187,1/1/2002
Rondonia,Outubro,2003,188,1/1/2003
Rondonia,Outubro,2004,188,1/1/2004
Rondonia,Outubro,2005,188,1/1/2005
Rondonia,Outubro,2006,188,1/1/2006
Rondonia,Outubro,2007,188,1/1/2007
Rondonia,Outubro,2008,189,1/1/2008
Rondonia,Outubro,2009,189,1/1/2009
Rondonia,Outubro,2010,189,1/1/2010
Rondonia,Outubro,2011,189,1/1/2011
Rondonia,Outubro,2012,189,1/1/2012
Rondonia,Outubro,2013,189,1/1/2013
Rondonia,Outubro,2014,189,1/1/2014
Rondonia,Outubro,2015,190,1/1/2015
Rondonia,Outubro,2016,190,1/1/2016
Rondonia,Outubro,2017,190,1/1/2017
Rondonia,Novembro,1998,190,1/1/1998
Rondonia,Novembro,1999,190,1/1/1999
Rondonia,Novembro,2000,191,1/1/2000
Rondonia,Novembro,2001,191,1/1/2001
Rondonia,Novembro,2002,191,1/1/2002
Rondonia,Novembro,2003,191,1/1/2003
Rondonia,Novembro,2004,192,1/1/2004
Rondonia,Novembro,2005,192,1/1/2005
Rondonia,Novembro,2006,192,1/1/2006
Rondonia,Novembro,2007,192,1/1/2007
Rondonia,Novembro,2008,192,1/1/2008
Rondonia,Novembro,2009,192,1/1/2009
Rondonia,Novembro,2010,192,1/1/2010
Rondonia,Novembro,2011,192,1/1/2011
Rondonia,Novembro,2012,192,1/1/2012
Rondonia,Novembro,2013,193,1/1/2013
Rondonia,Novembro,2014,193,1/1/2014
Rondonia,Novembro,2015,193,1/1/2015
Rondonia,Novembro,2016,193,1/1/2016
Rondonia,Novembro,2017,193,1/1/2017
Rondonia,Dezembro,1998,193,1/1/1998
Rondonia,Dezembro,2000,194,1/1/2000
Rondonia,Dezembro,2001,194,1/1/2001
Rondonia,Dezembro,2002,194,1/1/2002
Rondonia,Dezembro,2003,194,1/1/2003
Rondonia,Dezembro,2004,194,1/1/2004
Rondonia,Dezembro,2005,194,1/1/2005
Rondonia,Dezembro,2006,194,1/1/2006
Rondonia,Dezembro,2007,194,1/1/2007
Rondonia,Dezembro,2008,195,1/1/2008
Rondonia,Dezembro,2009,195,1/1/2009
Rondonia,Dezembro,2010,195,1/1/2010
Rondonia,Dezembro,2011,195,1/1/2011
Rondonia,Dezembro,2012,196,1/1/2012
Rondonia,Dezembro,2013,196,1/1/2013
Rondonia,Dezembro,2014,196,1/1/2014
Rondonia,Dezembro,2015,196,1/1/2015
Rondonia,Dezembro,2016,197,1/1/2016
Roraima,Janeiro,1999,197,1/1/1999
Roraima,Janeiro,2000,197,1/1/2000
Roraima,Janeiro,2001,197,1/1/2001
Roraima,Janeiro,2002,197,1/1/2002
Roraima,Janeiro,2003,197,1/1/2003
Roraima,Janeiro,2004,198,1/1/2004
Roraima,Janeiro,2005,198,1/1/2005
Roraima,Janeiro,2006,198,1/1/2006
Roraima,Janeiro,2007,198,1/1/2007
Roraima,Janeiro,2008,199,1/1/2008
Roraima,Janeiro,2009,199,1/1/2009
Roraima,Janeiro,2010,199,1/1/2010
Roraima,Janeiro,2011,199,1/1/2011
Roraima,Janeiro,2012,199,1/1/2012
Roraima,Janeiro,2013,200,1/1/2013
Roraima,Janeiro,2014,200,1/1/2014
Roraima,Janeiro,2015,200,1/1/2015
Roraima,Janeiro,2016,200,1/1/2016
Roraima,Janeiro,2017,200,1/1/2017
Roraima,Fevereiro,1999,201,1/1/1999
Roraima,Fevereiro,2000,201,1/1/2000
Roraima,Fevereiro,2001,201,1/1/2001
Roraima,Fevereiro,2002,201,1/1/2002
Roraima,Fevereiro,2003,202,1/1/2003
Roraima,Fevereiro,2004,202,1/1/2004
Roraima,Fevereiro,2005,202,1/1/2005
Roraima,Fevereiro,2006,202,1/1/2006
Roraima,Fevereiro,2007,203,1/1/2007
Roraima,Fevereiro,2008,203,1/1/2008
Roraima,Fevereiro,2009,204,1/1/2009
Roraima,Fevereiro,2010,205,1/1/2010
Roraima,Fevereiro,2011,205,1/1/2011
Roraima,Fevereiro,2012,205,1/1/2012
Roraima,Fevereiro,2013,206,1/1/2013
Roraima,Fevereiro,2014,206,1/1/2014
Roraima,Fevereiro,2015,206,1/1/2015
Roraima,Fevereiro,2016,206,1/1/2016
Roraima,Fevereiro,2017,206,1/1/2017
Roraima,Março,1999,207,1/1/1999
Roraima,Março,2000,207,1/1/2000
Roraima,Março,2001,207,1/1/2001
Roraima,Março,2002,207,1/1/2002
Roraima,Março,2003,207,1/1/2003
Roraima,Março,2004,207,1/1/2004
Roraima,Março,2005,208,1/1/2005
Roraima,Março,2006,208,1/1/2006
Roraima,Março,2007,208,1/1/2007
Roraima,Março,2008,208,1/1/2008
Roraima,Março,2009,208,1/1/2009
Roraima,Março,2010,208,1/1/2010
Roraima,Março,2011,208,1/1/2011
Roraima,Março,2012,209,1/1/2012
Roraima,Março,2013,209,1/1/2013
Roraima,Março,2014,209,1/1/2014
Roraima,Março,2015,209,1/1/2015
Roraima,Março,2016,209,1/1/2016
Roraima,Março,2017,209,1/1/2017
Roraima,Abril,1999,210,1/1/1999
Roraima,Abril,2001,210,1/1/2001
Roraima,Abril,2002,211,1/1/2002
Roraima,Abril,2003,211,1/1/2003
Roraima,Abril,2004,211,1/1/2004
Roraima,Abril,2005,212,1/1/2005
Roraima,Abril,2006,212,1/1/2006
Roraima,Abril,2007,212,1/1/2007
Roraima,Abril,2008,213,1/1/2008
Roraima,Abril,2009,213,1/1/2009
Roraima,Abril,2010,214,1/1/2010
Roraima,Abril,2011,214,1/1/2011
Roraima,Abril,2012,215,1/1/2012
Roraima,Abril,2013,215,1/1/2013
Roraima,Abril,2014,215,1/1/2014
Roraima,Abril,2015,215,1/1/2015
Roraima,Abril,2016,216,1/1/2016
Roraima,Abril,2017,216,1/1/2017
Roraima,Maio,2000,217,1/1/2000
Roraima,Maio,2001,217,1/1/2001
Roraima,Maio,2004,217,1/1/2004
Roraima,Maio,2005,219,1/1/2005
Roraima,Maio,2008,219,1/1/2008
Roraima,Maio,2009,219,1/1/2009
Roraima,Maio,2010,219,1/1/2010
Roraima,Maio,2011,219,1/1/2011
Roraima,Maio,2012,220,1/1/2012
Roraima,Maio,2013,220,1/1/2013
Roraima,Maio,2014,220,1/1/2014
Roraima,Maio,2015,221,1/1/2015
Roraima,Maio,2016,221,1/1/2016
Roraima,Maio,2017,221,1/1/2017
Roraima,Junho,1999,221,1/1/1999
Roraima,Junho,2001,221,1/1/2001
Roraima,Junho,2004,222,1/1/2004
Roraima,Junho,2005,222,1/1/2005
Roraima,Junho,2007,222,1/1/2007
Roraima,Junho,2009,222,1/1/2009
Roraima,Junho,2011,223,1/1/2011
Roraima,Junho,2012,223,1/1/2012
Roraima,Junho,2013,223,1/1/2013
Roraima,Junho,2014,224,1/1/2014
Roraima,Junho,2015,224,1/1/2015
Roraima,Junho,2016,224,1/1/2016
Roraima,Junho,2017,225,1/1/2017
Roraima,Julho,1998,225,1/1/1998
Roraima,Julho,1999,225,1/1/1999
Roraima,Julho,2001,225,1/1/2001
Roraima,Julho,2002,225,1/1/2002
Roraima,Julho,2004,226,1/1/2004
Roraima,Julho,2005,226,1/1/2005
Roraima,Julho,2007,226,1/1/2007
Roraima,Julho,2009,226,1/1/2009
Roraima,Julho,2010,226,1/1/2010
Roraima,Julho,2011,227,1/1/2011
Roraima,Julho,2012,228,1/1/2012
Roraima,Julho,2013,228,1/1/2013
Roraima,Julho,2014,229,1/1/2014
Roraima,Julho,2015,229,1/1/2015
Roraima,Julho,2017,229,1/1/2017
Roraima,Agosto,1999,229,1/1/1999
Roraima,Agosto,2000,230,1/1/2000
Roraima,Agosto,2001,230,1/1/2001
Roraima,Agosto,2002,230,1/1/2002
Roraima,Agosto,2003,230,1/1/2003
Roraima,Agosto,2004,230,1/1/2004
Roraima,Agosto,2005,231,1/1/2005
Roraima,Agosto,2006,231,1/1/2006
Roraima,Agosto,2007,231,1/1/2007
Roraima,Agosto,2008,231,1/1/2008
Roraima,Agosto,2009,232,1/1/2009
Roraima,Agosto,2010,233,1/1/2010
Roraima,Agosto,2011,233,1/1/2011
Roraima,Agosto,2012,233,1/1/2012
Roraima,Agosto,2013,233,1/1/2013
Roraima,Agosto,2014,234,1/1/2014
Roraima,Agosto,2015,235,1/1/2015
Roraima,Agosto,2016,235,1/1/2016
Roraima,Agosto,2017,236,1/1/2017
Roraima,Setembro,1998,236,1/1/1998
Roraima,Setembro,1999,236,1/1/1999
Roraima,Setembro,2000,236,1/1/2000
Roraima,Setembro,2001,237,1/1/2001
Roraima,Setembro,2002,238,1/1/2002
Roraima,Setembro,2003,238,1/1/2003
Roraima,Setembro,2004,238,1/1/2004
Roraima,Setembro,2005,238,1/1/2005
Roraima,Setembro,2006,239,1/1/2006
Roraima,Setembro,2007,239,1/1/2007
Roraima,Setembro,2008,239,1/1/2008
Roraima,Setembro,2009,239,1/1/2009
Roraima,Setembro,2010,239,1/1/2010
Roraima,Setembro,2011,240,1/1/2011
Roraima,Setembro,2012,241,1/1/2012
Roraima,Setembro,2013,241,1/1/2013
Roraima,Setembro,2014,241,1/1/2014
Roraima,Setembro,2015,241,1/1/2015
Roraima,Setembro,2016,242,1/1/2016
Roraima,Setembro,2017,243,1/1/2017
Roraima,Outubro,1998,243,1/1/1998
Roraima,Outubro,1999,244,1/1/1999
Roraima,Outubro,2000,244,1/1/2000
Roraima,Outubro,2001,244,1/1/2001
Roraima,Outubro,2002,245,1/1/2002
Roraima,Outubro,2003,245,1/1/2003
Roraima,Outubro,2004,245,1/1/2004
Roraima,Outubro,2005,245,1/1/2005
Roraima,Outubro,2006,245,1/1/2006
Roraima,Outubro,2007,245,1/1/2007
Roraima,Outubro,2008,246,1/1/2008
Roraima,Outubro,2009,246,1/1/2009
Roraima,Outubro,2010,246,1/1/2010
Roraima,Outubro,2011,248,1/1/2011
Roraima,Outubro,2012,248,1/1/2012
Roraima,Outubro,2013,248,1/1/2013
Roraima,Outubro,2014,249,1/1/2014
Roraima,Outubro,2015,249,1/1/2015
Roraima,Outubro,2016,249,1/1/2016
Roraima,Outubro,2017,249,1/1/2017
Roraima,Novembro,1998,249,1/1/1998
Roraima,Novembro,1999,250,1/1/1999
Roraima,Novembro,2000,250,1/1/2000
Roraima,Novembro,2001,250,1/1/2001
Roraima,Novembro,2002,250,1/1/2002
Roraima,Novembro,2003,250,1/1/2003
Roraima,Novembro,2004,251,1/1/2004
Roraima,Novembro,2005,251,1/1/2005
Roraima,Novembro,2006,252,1/1/2006
Roraima,Novembro,2007,252,1/1/2007
Roraima,Novembro,2008,252,1/1/2008
Roraima,Novembro,2009,252,1/1/2009
Roraima,Novembro,2010,253,1/1/2010
Roraima,Novembro,2011,254,1/1/2011
Roraima,Novembro,2012,254,1/1/2012
Roraima,Novembro,2013,256,1/1/2013
Roraima,Novembro,2014,256,1/1/2014
Roraima,Novembro,2015,256,1/1/2015
Roraima,Novembro,2016,256,1/1/2016
Roraima,Novembro,2017,256,1/1/2017
Roraima,Dezembro,1998,258,1/1/1998
Roraima,Dezembro,1999,258,1/1/1999
Roraima,Dezembro,2000,258,1/1/2000
Roraima,Dezembro,2001,258,1/1/2001
Roraima,Dezembro,2002,258,1/1/2002
Roraima,Dezembro,2003,258,1/1/2003
Roraima,Dezembro,2004,259,1/1/2004
Roraima,Dezembro,2005,259,1/1/2005
Roraima,Dezembro,2006,259,1/1/2006
Roraima,Dezembro,2007,259,1/1/2007
Roraima,Dezembro,2008,259,1/1/2008
Roraima,Dezembro,2009,259,1/1/2009
Roraima,Dezembro,2010,259,1/1/2010
Roraima,Dezembro,2011,260,1/1/2011
Roraima,Dezembro,2012,261,1/1/2012
Roraima,Dezembro,2013,261,1/1/2013
Roraima,Dezembro,2014,261,1/1/2014
Roraima,Dezembro,2015,262,1/1/2015
Roraima,Dezembro,2016,263,1/1/2016
Santa Catarina,Janeiro,1999,263,1/1/1999
Santa Catarina,Janeiro,2000,264,1/1/2000
Santa Catarina,Janeiro,2001,265,1/1/2001
Santa Catarina,Janeiro,2002,265,1/1/2002
Santa Catarina,Janeiro,2003,265,1/1/2003
Santa Catarina,Janeiro,2004,265,1/1/2004
Santa Catarina,Janeiro,2005,266,1/1/2005
Santa Catarina,Janeiro,2006,266,1/1/2006
Santa Catarina,Janeiro,2007,267,1/1/2007
Santa Catarina,Janeiro,2008,267,1/1/2008
Santa Catarina,Janeiro,2009,268,1/1/2009
Santa Catarina,Janeiro,2010,269,1/1/2010
Santa Catarina,Janeiro,2011,269,1/1/2011
Santa Catarina,Janeiro,2012,269,1/1/2012
Santa Catarina,Janeiro,2013,269,1/1/2013
Santa Catarina,Janeiro,2014,269,1/1/2014
Santa Catarina,Janeiro,2015,270,1/1/2015
Santa Catarina,Janeiro,2016,270,1/1/2016
Santa Catarina,Janeiro,2017,270,1/1/2017
Santa Catarina,Fevereiro,1999,271,1/1/1999
Santa Catarina,Fevereiro,2000,271,1/1/2000
Santa Catarina,Fevereiro,2002,271,1/1/2002
Santa Catarina,Fevereiro,2003,271,1/1/2003
Santa Catarina,Fevereiro,2004,272,1/1/2004
Santa Catarina,Fevereiro,2005,273,1/1/2005
Santa Catarina,Fevereiro,2006,273,1/1/2006
Santa Catarina,Fevereiro,2007,274,1/1/2007
Santa Catarina,Fevereiro,2008,274,1/1/2008
Santa Catarina,Fevereiro,2009,274,1/1/2009
Santa Catarina,Fevereiro,2010,274,1/1/2010
Santa Catarina,Fevereiro,2011,274,1/1/2011
Santa Catarina,Fevereiro,2012,275,1/1/2012
Santa Catarina,Fevereiro,2013,275,1/1/2013
Santa Catarina,Fevereiro,2014,276,1/1/2014
Santa Catarina,Fevereiro,2015,276,1/1/2015
Santa Catarina,Fevereiro,2016,276,1/1/2016
Santa Catarina,Fevereiro,2017,276,1/1/2017
Santa Catarina,Março,1999,276,1/1/1999
Santa Catarina,Março,2000,276,1/1/2000
Santa Catarina,Março,2001,277,1/1/2001
Santa Catarina,Março,2002,277,1/1/2002
Santa Catarina,Março,2003,277,1/1/2003
Santa Catarina,Março,2004,277,1/1/2004
Santa Catarina,Março,2005,278,1/1/2005
Santa Catarina,Março,2006,278,1/1/2006
Santa Catarina,Março,2007,278,1/1/2007
Santa Catarina,Março,2008,278,1/1/2008
Santa Catarina,Março,2009,278,1/1/2009
Santa Catarina,Março,2010,279,1/1/2010
Santa Catarina,Março,2011,279,1/1/2011
Santa Catarina,Março,2012,279,1/1/2012
Santa Catarina,Março,2013,280,1/1/2013
Santa Catarina,Março,2014,280,1/1/2014
Santa Catarina,Março,2015,281,1/1/2015
Santa Catarina,Março,2016,281,1/1/2016
Santa Catarina,Março,2017,282,1/1/2017
Santa Catarina,Abril,2000,282,1/1/2000
Santa Catarina,Abril,2001,282,1/1/2001
Santa Catarina,Abril,2002,283,1/1/2002
Santa Catarina,Abril,2003,283,1/1/2003
Santa Catarina,Abril,2004,283,1/1/2004
Santa Catarina,Abril,2005,284,1/1/2005
Santa Catarina,Abril,2006,284,1/1/2006
Santa Catarina,Abril,2007,285,1/1/2007
Santa Catarina,Abril,2008,285,1/1/2008
Santa Catarina,Abril,2009,286,1/1/2009
Santa Catarina,Abril,2010,288,1/1/2010
Santa Catarina,Abril,2011,288,1/1/2011
Santa Catarina,Abril,2012,288,1/1/2012
Santa Catarina,Abril,2013,288,1/1/2013
Santa Catarina,Abril,2014,289,1/1/2014
Santa Catarina,Abril,2015,289,1/1/2015
